price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description,custom_stock_status,hide_default_stock_status
10858,10858,7166,379107,379107,10,10,"BISEL ORIENTABLE EVO GRIS IP20",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379107.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379107.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379107.jpg,Technolamp,1,IVA,4,"REFLECTOR ORIENTABLE","BISEL ORIENTABLE EVO GRIS IP20",Despacho en 24 hrs.,1
58199,58199,38411,379126,379126,10,10,"APLIQUE LED ALUX 9W 308LM 3000K IP54 BLANCO",26,1,Iluminación/Led/Deco-LED,http://www.casamusa.cl/media/catalog/product/3/7/379126.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379126.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379126.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED ALUX 9W 308LM 3000K IP54 BLANCO",Despacho en 24 hrs.,1
10858,10858,7166,379106,379106,10,10,"BISEL ORIENTABLE EVO BLANCO IP20",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379106.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379106.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379106.jpg,Technolamp,1,IVA,4,"REFLECTOR ORIENTABLE","BISEL ORIENTABLE EVO BLANCO IP20",Despacho en 24 hrs.,1
59203,59203,39074,379127,379127,10,10,"APLIQUE LED DECO1 9W 530LM 3000K IP54 BLANCO",26,1,Iluminación/Led/Deco-LED,http://www.casamusa.cl/media/catalog/product/3/7/379127.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379127.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379127.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED DECO1 9W 530LM 3000K IP54 BLANCO",Despacho en 24 hrs.,1
63219,63219,41725,379128,379128,10,10,"APLIQUE LED CUBE 11W 466LM 3000K IP54 BLANCO",26,1,Iluminación/Led/Deco-LED,http://www.casamusa.cl/media/catalog/product/3/7/379128.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379128.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379128.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED CUBE 11W 466LM 3000K IP54 BLANCO",Despacho en 24 hrs.,1
17716,17716,11693,379150,379150,10,10,"FOCO LED SOBREPUESTO 15W CUADRADO 6400K",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379150_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379150_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379150_10.jpg,Technolamp,1,IVA,4,"REFLECTOR LED","FOCO LED SOBREPUESTO 15W CUADRADO 6400K",Despacho en 24 hrs.,1
15263,15263,10074,379162,379162,10,10,"FOCO LED SOBREPUESTO 15W 18CM DIAMETRO 6000K",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379162_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379162_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379162_10.jpg,Technolamp,1,IVA,4,"REFLECTOR LED","FOCO LED SOBREPUESTO 15W 18CM DIAMETRO 6000K",Despacho en 24 hrs.,1
29424,29424,19420,379129,379129,10,10,"APLIQUE LED ROUND 2W 30LM 3000K IP54 NEGRO",26,1,Iluminación/Led/Deco-LED,http://www.casamusa.cl/media/catalog/product/3/7/379129_1_1.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379129_1_1.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379129_1_1.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED ROUND 2W 30LM 3000K IP54 NEGRO",Despacho en 24 hrs.,1
58199,58199,38411,379131,379131,10,10,"APLIQUE LED FLANK 9W 620LM 3000K IP54 GRIS",26,1,Iluminación/Led/Deco-LED,http://www.casamusa.cl/media/catalog/product/3/7/379131.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379131.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379131.jpg,Technolamp,1,IVA,4,"APLIQUE LED","APLIQUE LED FLANK 9W 620LM 3000K IP54 GRIS",Despacho en 24 hrs.,1
58839,58839,38834,379376,379376,10,10,"FOCO LED EMBUTIDO 20W 3000K 6' DIRIGIBLE",26,1,Iluminación/Led/Downlights,http://www.casamusa.cl/media/catalog/product/3/7/379376_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379376_10.jpg,http://www.casamusa.cl/media/catalog/product/3/7/379376_10.jpg,Technolamp,1,IVA,4,"REFLECTOR LED","FOCO LED EMBUTIDO 20W 3000K 6' DIRIGIBLE",Despacho en 24 hrs.,1
