price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description,custom_stock_status,hide_default_stock_status
58862,58862,58862,CN624AM,CN624AM,20,20,"CARTRIDGE HP CN624AM (971) YELL. P/X451/X476 2500P",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/CN624AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN624AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN624AM_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN624AM (971) YELL. P/X451/X476 2500P","CARTRIDGE HP CN624AM (971) YELL. P/X451/X476 2500P",Despacho en 24 hrs.,1
80187,80187,80187,CN625AM,CN625AM,20,20,"CARTRIDGE HP CN625AM (970XL) NG. P/X451/X476 9200P",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/CN625AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN625AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN625AM_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN625AM (970XL) NG. P/X451/X476 9200P","CARTRIDGE HP CN625AM (970XL) NG. P/X451/X476 9200P",Despacho en 24 hrs.,1
82338,82338,82338,CN626AM,CN626AM,20,20,"CARTRIDGE HP CN626AM (971XL) CY. P/X451/X476 6600P",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/CN626AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN626AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN626AM_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN626AM (971XL) CY. P/X451/X476 6600P","CARTRIDGE HP CN626AM (971XL) CY. P/X451/X476 6600P",Despacho en 24 hrs.,1
80125,80125,80125,CN627AM,CN627AM,20,20,"CARTRIDGE HP CN627AM (971XL) MG. P/X451/X476 6600P",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/CN627AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN627AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN627AM_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN627AM (971XL) MG. P/X451/X476 6600P","CARTRIDGE HP CN627AM (971XL) MG. P/X451/X476 6600P",Despacho en 24 hrs.,1
80250,80250,80250,CN628AM,CN628AM,20,20,"CARTRIDGE HP CN628AM (971XL) YE. P/X451/X476 6600P",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/CN628AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN628AM_medium.jpg,+https://www.prisa.cl/catalog/images/large/CN628AM_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN628AM (971XL) YE. P/X451/X476 6600P","CARTRIDGE HP CN628AM (971XL) YE. P/X451/X476 6600P",Despacho en 24 hrs.,1
9962,9962,9962,41275,41275,20,20,"CARTRIDGE HP CN690AL (675) NEGRO P/4000/4400/600P.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/41275_medium.jpg,+https://www.prisa.cl/catalog/images/large/41275_medium.jpg,+https://www.prisa.cl/catalog/images/large/41275_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN690AL (675) NEGRO P/4000/4400/600P.","CARTRIDGE HP CN690AL (675) NEGRO P/4000/4400/600P.",Despacho en 24 hrs.,1
10275,10275,10275,41276,41276,20,20,"CARTRIDGE HP CN691AL (675) COLOR P/4000/4400/250P.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/41276_medium.jpg,+https://www.prisa.cl/catalog/images/large/41276_medium.jpg,+https://www.prisa.cl/catalog/images/large/41276_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CN691AL (675) COLOR P/4000/4400/250P.","CARTRIDGE HP CN691AL (675) COLOR P/4000/4400/250P.",Despacho en 24 hrs.,1
5778,5778,5778,79723,79723,20,20,"CARTRIDGE HP CZ103AL (662) NEGRO 120PAG.P 3515",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79723_medium.jpg,+https://www.prisa.cl/catalog/images/large/79723_medium.jpg,+https://www.prisa.cl/catalog/images/large/79723_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ103AL (662) NEGRO 120PAG.P 3515","CARTRIDGE HP CZ103AL (662) NEGRO 120PAG.P 3515",Despacho en 24 hrs.,1
5801,5801,5801,79724,79724,20,20,"CARTRIDGE HP CZ104AL (662) COLOR 100PAG.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79724_medium.jpg,+https://www.prisa.cl/catalog/images/large/79724_medium.jpg,+https://www.prisa.cl/catalog/images/large/79724_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ104AL (662) COLOR 100PAG.","CARTRIDGE HP CZ104AL (662) COLOR 100PAG.",Despacho en 24 hrs.,1
12020,12020,12020,79725,79725,20,20,"CARTRIDGE HP CZ105AL (662XL) NEGRO 360PAG.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79725_medium.jpg,+https://www.prisa.cl/catalog/images/large/79725_medium.jpg,+https://www.prisa.cl/catalog/images/large/79725_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ105AL (662XL) NEGRO 360PAG.","CARTRIDGE HP CZ105AL (662XL) NEGRO 360PAG.",Despacho en 24 hrs.,1
14973,14973,14973,79726,79726,20,20,"CARTRIDGE HP CZ106AL (662XL) COLOR 330PAG.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79726_medium.jpg,+https://www.prisa.cl/catalog/images/large/79726_medium.jpg,+https://www.prisa.cl/catalog/images/large/79726_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ106AL (662XL) COLOR 330PAG.","CARTRIDGE HP CZ106AL (662XL) COLOR 330PAG.",Despacho en 24 hrs.,1
6287,6287,6287,79727,79727,20,20,"CARTRIDGE HP CZ113AL (670) NEGRO 250PAG.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79727_medium.jpg,+https://www.prisa.cl/catalog/images/large/79727_medium.jpg,+https://www.prisa.cl/catalog/images/large/79727_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ113AL (670) NEGRO 250PAG.","CARTRIDGE HP CZ113AL (670) NEGRO 250PAG.",Despacho en 24 hrs.,1
6375,6375,6375,79728,79728,20,20,"CARTRIDGE HP CZ114AL (670) CYAN 300PAG.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79728_medium.jpg,+https://www.prisa.cl/catalog/images/large/79728_medium.jpg,+https://www.prisa.cl/catalog/images/large/79728_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ114AL (670) CYAN 300PAG.","CARTRIDGE HP CZ114AL (670) CYAN 300PAG.",Despacho en 24 hrs.,1
6313,6313,6313,79729,79729,20,20,"CARTRIDGE HP CZ115AL (670) MAGENTA 300PAG.",6,1,Cartridge,+https://www.prisa.cl/catalog/images/large/79729_medium.jpg,+https://www.prisa.cl/catalog/images/large/79729_medium.jpg,+https://www.prisa.cl/catalog/images/large/79729_medium.jpg,HP,1,IVA,4,"CARTRIDGE HP CZ115AL (670) MAGENTA 300PAG.","CARTRIDGE HP CZ115AL (670) MAGENTA 300PAG.",Despacho en 24 hrs.,1
