4486,Cartridge,29994,BOTELLA BROTHER BT5001-C DCP-T300/T500/T700 5000PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29994_large.jpg,
4486,Cartridge,29995,BOTELLA BROTHER BT5001-M DCP-T300/T500/T700 5000PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29995_large.jpg,
4486,Cartridge,29996,BOTELLA BROTHER BT5001-Y DCP-T300/T500/T700 5000PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29996_large.jpg,
5865,Cartridge,29993,BOTELLA BROTHER BT6001-BK DCP-T300/T500/T700 6000P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29993_large.jpg,
4532,Cartridge,27228,BOTELLA EPSON T664120 NG L120/L210/L355/L555/L1300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27228_large.jpg,
4530,Cartridge,27229,BOTELLA EPSON T664220 CY L120/L210/L355/L555/L1300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27229_large.jpg,
4530,Cartridge,27230,BOTELLA EPSON T664320 MG L120/L210/L355/L555/L1300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27230_large.jpg,
4530,Cartridge,27231,BOTELLA EPSON T664420 Y L120/L210/L355/L555/L1300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27231_large.jpg,
8311,Cartridge,27252,BOTELLA EPSON T673120 NG L800/L810/L1800,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27252_large.jpg,
8314,Cartridge,27253,BOTELLA EPSON T673220 CY L800/L810/L1800,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27253_large.jpg,
8310,Cartridge,27254,BOTELLA EPSON T673320 MG L800/L810/L1800,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27254_large.jpg,
8311,Cartridge,27255,BOTELLA EPSON T673420 YELL L800/L810/L1800,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27255_large.jpg,
8312,Cartridge,27257,BOTELLA EPSON T673520 L/CYAN L800/L810/L1800,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27257_large.jpg,
8311,Cartridge,27258,BOTELLA EPSON T673620 L/MAG L800/L810/L1800,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27258_large.jpg,
13841,Cartridge,27881,BOTELLA EPSON T774120 NG M105/M205/M100/M200/L655,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27881_large.jpg,
12660,Cartridge,27269,CARTRIDGE BROTHER LC-103 BK J4410/4510/4610DW 600P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27269_large.jpg,
8135,Cartridge,27280,CARTRIDGE BROTHER LC-103 CY J4410/4510/4610DW 600P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27280_large.jpg,
8135,Cartridge,27281,CARTRIDGE BROTHER LC-103 MG J4410/4510/4610DW 600P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27281_large.jpg,
8135,Cartridge,27282,CARTRIDGE BROTHER LC-103 YE J4410/4510/4610DW 600P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27282_large.jpg,
12433,Cartridge,27283,CARTRIDGE BROTHER LC-105 C J4410/4510/4610DW 1200P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27283_large.jpg,
12433,Cartridge,27284,CARTRIDGE BROTHER LC-105 M J4410/4510/4610DW 1200P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27284_large.jpg,
12433,Cartridge,27285,CARTRIDGE BROTHER LC-105 Y J4410/4510/4610DW 1200P,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27285_large.jpg,
15787,Cartridge,27286,CARTRIDGE BROTHER LC-107 BK J4410/4510/4610DW 1200,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27286_large.jpg,
19320,Cartridge,27325,CARTRIDGE BROTHER LC-109 BK MFC-J6720DW,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27325_large.jpg,
13195,Cartridge,40360,CARTRIDGE BROTHER LC-1100BK MFC490CW/N MFC-J615W,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40360_large.jpg,
6614,Cartridge,40361,CARTRIDGE BROTHER LC-1100C CYAN MFC490CW/MFC5490CN,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40361_large.jpg,
6614,Cartridge,40362,CARTRIDGE BROTHER LC-1100M MAGENTA MFC-490CW/5490,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40362_large.jpg,
6614,Cartridge,40363,CARTRIDGE BROTHER LC-1100Y YELLOW MFC-490/5490N,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40363_large.jpg,
11687,Cartridge,27327,CARTRIDGE BROTHER LC-205 CY MFC J4420/J5620DW 1200,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27327_large.jpg,
11687,Cartridge,27328,CARTRIDGE BROTHER LC-205 MG MFC J4420/J5620DW 1200,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27328_large.jpg,
11687,Cartridge,27329,CARTRIDGE BROTHER LC-205 Y MFC J4420/J5620DW 1200,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27329_large.jpg,
14038,Cartridge,27326,CARTRIDGE BROTHER LC-207 BK MFC J4420-DW 1200 PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27326_large.jpg,
18625,Cartridge,27330,CARTRIDGE BROTHER LC-209 BK MFC J5620-DW 2400 PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/27330_large.jpg,
5945,Cartridge,29868,CARTRIDGE BROTHER LC-505C DCP-J100/105/200 1300 PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29868_large.jpg,
5945,Cartridge,29869,CARTRIDGE BROTHER LC-505M DCP-J100/105/200 1300 PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29869_large.jpg,
5945,Cartridge,29870,CARTRIDGE BROTHER LC-505Y DCP-J100/105/200 1300 PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29870_large.jpg,
6762,Cartridge,29867,CARTRIDGE BROTHER LC-509BK DCP-J100/105/200 2400PG,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/29867_large.jpg,
14133,Cartridge,24710,CARTRIDGE BROTHER LC-51 BK MFC240C/MFC3360C/DCP130,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24710_large.jpg,
8039,Cartridge,24711,CARTRIDGE BROTHER LC-51 C MFC240C/MFC3360C/DCP130,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24711_large.jpg,
8039,Cartridge,24713,CARTRIDGE BROTHER LC-51 M MFC240C/MFC3360C/DCP130,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24713_large.jpg,
8039,Cartridge,24712,CARTRIDGE BROTHER LC-51 Y MFC240C/MFC3360C/DCP130,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24712_large.jpg,
11133,Cartridge,40463,CARTRIDGE BROTHER LC-60BK MFC-J410/DCPJ125/J140W,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40463_large.jpg,
5710,Cartridge,40464,CARTRIDGE BROTHER LC-60C MFC-J410/DCPJ125/J140W,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40464_large.jpg,
5710,Cartridge,40465,CARTRIDGE BROTHER LC-60M MFC-J410/DCPJ125/J140W,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40465_large.jpg,
5710,Cartridge,40466,CARTRIDGE BROTHER LC-60Y MFC-J410/DCPJ125/J140W,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/40466_large.jpg,
13498,Cartridge,25498,CARTRIDGE BROTHER LC-75 BK 600 PG MFC-J430/825,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/25498_large.jpg,
8247,Cartridge,25516,CARTRIDGE BROTHER LC-75 CYAN 600PG MFC-J430/825,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/25516_large.jpg,
8247,Cartridge,25517,CARTRIDGE BROTHER LC-75 MAGENTA 600PG MFC-J430/825,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/25517_large.jpg,
8247,Cartridge,25518,CARTRIDGE BROTHER LC-75 YELLOW 600PG MFC-J430/825,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/25518_large.jpg,
21389,Cartridge,26423,CARTRIDGE BROTHER LC-79BK J6710DW/J5910DW XXL,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/26423_large.jpg,
12241,Cartridge,26424,CARTRIDGE BROTHER LC-79C J6710DW/J5910DW XXL,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/26424_large.jpg,
12241,Cartridge,26426,CARTRIDGE BROTHER LC-79M J6710DW/J5910DW XXL,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/26426_large.jpg,
12241,Cartridge,26425,CARTRIDGE BROTHER LC-79Y J6710DW/J5910DW XXL,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/26425_large.jpg,
5768,Cartridge,24621,CARTRIDGE BROTHER LC980C CYAN DCP-165/MFC290C,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24621_large.jpg,
5768,Cartridge,24624,CARTRIDGE BROTHER LC980M MAGENTA DCP-165/MFC290C,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24624_large.jpg,
11615,Cartridge,24620,CARTRIDGE BROTHER LC980N NEGRO DCP-165/MFC290C,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24620_large.jpg,
5768,Cartridge,24625,CARTRIDGE BROTHER LC980Y YELLOW DCP-165/MFC290C,INSUMOS COMPUTACION,BROTHER,https://www.prisa.cl/catalog/images/large/24625_large.jpg,
11893,Cartridge,24954,CARTRIDGE CANON CL-141 COLOR MG-2110 MG-3110,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/24954_large.jpg,
21679,Cartridge,27918,CARTRIDGE CANON CL-141XL COLOR MG-2110 MG-3110,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27918_large.jpg,
10649,Cartridge,28933,CARTRIDGE CANON CL-146 CL MG2410/MG2510/IP2810,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/28933_large.jpg,
13360,Cartridge,27211,CARTRIDGE CANON CL-211 CL MP250/490/230/MX320/340,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27211_large.jpg,
18004,Cartridge,27311,CARTRIDGE CANON CL-211XL COLOR MP250/490/MX320/340,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27311_large.jpg,
13901,Cartridge,25573,CARTRIDGE CANON CL-31 COLOR IP1800/2500 MP140/190,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/25573_large.jpg,
14305,Cartridge,22416,CARTRIDGE CANON CL-41 CL IP1200/1300/1600/1700/,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22416_large.jpg,
19597,Cartridge,22583,CARTRIDGE CANON CL-51 COLOR PIXMA MP150/170/450,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22583_large.jpg,
6750,Cartridge,29245,CARTRIDGE CANON CL-54 CL PIXMA E-481,INSUMOS COMPUTACION,CANON,,
7794,Cartridge,40568,CARTRIDGE CANON CLI-126 C IP4810/MG6110/5210/X6540,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40568_large.jpg,
8487,Cartridge,28441,CARTRIDGE CANON CLI-126 GRAY (GY) MG-6110,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/28441_large.jpg,
7794,Cartridge,40569,CARTRIDGE CANON CLI-126 M IP4810/MG6110/5210/X6540,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40569_large.jpg,
7794,Cartridge,40571,CARTRIDGE CANON CLI-126 N IP4810/MG6110/5210/X6540,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40571_large.jpg,
7794,Cartridge,40570,CARTRIDGE CANON CLI-126 Y IP4810/MG6110/5210/X6540,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40570_large.jpg,
7187,Cartridge,27274,CARTRIDGE CANON CLI-151 BLACK IP-7210/MG-6310/5410,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27274_large.jpg,
7187,Cartridge,27275,CARTRIDGE CANON CLI-151 CYAN IP-7210,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27275_large.jpg,
