6656,314679,"AMPOLLETA LED G9 3,5W 3000K 120° 220V",Ampolletas Led,Iluminación/Led/Ampolletas Led,"AMPOLLETA LED G9 3,5W 3000K 120° 220V",AMPOLLETA LED,http://www.casamusa.cl/media/catalog/product/,3/1/314679_11.jpg,4393,Technolamp
13200,318693,"FOCO EMBUTIDO PUZZLE DOBLE GU5,3",Downlights,Iluminación/Led/Downlights,"FOCO EMBUTIDO PUZZLE DOBLE GU5,3",FOCO EMBUTIDO,http://www.casamusa.cl/media/catalog/product/,3/1/318693_10.jpg,8712,Technolamp
4994,314676,"AMPOLLETA LED A60 6,5W 3000K 180° E27",Ampolletas Led,Iluminación/Led/Ampolletas Led,"AMPOLLETA LED A60 6,5W 3000K 180° E27",AMPOLLETA LED,http://www.casamusa.cl/media/catalog/product/,3/1/314676_10.jpg,3296,Technolamp
21291,379102,MODULO LED EVO 9W 3000K 36° 620LM DIMEABLE,Downlights,Iluminación/Led/Downlights,MODULO LED EVO 9W 3000K 36° 620LM DIMEABLE,MODULO,http://www.casamusa.cl/media/catalog/product/,3/7/379102.jpg,14052,Technolamp
5951,314648,AMPOLLETA LED GU10 6W 3000K 38°,Ampolletas Led,Iluminación/Led/Ampolletas Led,AMPOLLETA LED GU10 6W 3000K 38°,AMPOLLETA LED,http://www.casamusa.cl/media/catalog/product/,3/1/314648_10.jpg,3928,Technolamp
15963,318699,FOCO EMBUTIDO PUZZLE DOBLE GRIS EVO,Downlights,Iluminación/Led/Downlights,FOCO EMBUTIDO PUZZLE DOBLE GRIS EVO,FOCO EMBUTIDO,http://www.casamusa.cl/media/catalog/product/,3/1/318699.jpg,10536,Technolamp
7458,314647,"AMPOLLETA LED GU5,3 6W 3000K 100° 12V",Ampolletas Led,Iluminación/Led/Ampolletas Led,"AMPOLLETA LED GU5,3 6W 3000K 100° 12V",AMPOLLETA LED,http://www.casamusa.cl/media/catalog/product/,3/1/314647_10.jpg,4922,Technolamp
9747,318698,FOCO EMBUTIDO PUZZLE SIMPLE GRIS EVO,Downlights,Iluminación/Led/Downlights,FOCO EMBUTIDO PUZZLE SIMPLE GRIS EVO,FOCO EMBUTIDO,http://www.casamusa.cl/media/catalog/product/,3/1/318698.jpg,6433,Technolamp
11413,314654,"AMPOLLETA LED PAR20 6,5W 3000K 40°",Ampolletas Led,Iluminación/Led/Ampolletas Led,"AMPOLLETA LED PAR20 6,5W 3000K 40°",AMPOLLETA LED,http://www.casamusa.cl/media/catalog/product/,3/1/314654_11.jpg,7533,Technolamp
15963,318697,FOCO EMBUTIDO PUZZLE DOBLE BLANCO EVO,Downlights,Iluminación/Led/Downlights,FOCO EMBUTIDO PUZZLE DOBLE BLANCO EVO,FOCO EMBUTIDO,http://www.casamusa.cl/media/catalog/product/,3/1/318697.jpg,10536,Technolamp
