price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description,"tier_price:_all_",custom_stock_status,hide_default_stock_status
24280,24280,22072,Z430525,Z430525,40,40,"ZAPATOS NAZCA DIELECTRICO NU 280 NÂ¼ 39",2,1,Inicio/SeguridadIndustrial/CalzadodeSeguridad/Zapatos,http://d2fvy90whlahyr.cloudfront.net/cdn/843692/media/catalog/product/cache/1/image/7cf0ccd04c790e861a21504bc6cdde35/Z/4/Z430525.jpg,http://d2fvy90whlahyr.cloudfront.net/cdn/843692/media/catalog/product/cache/1/image/7cf0ccd04c790e861a21504bc6cdde35/Z/4/Z430525.jpg,http://d2fvy90whlahyr.cloudfront.net/cdn/843692/media/catalog/product/cache/1/image/7cf0ccd04c790e861a21504bc6cdde35/Z/4/Z430525.jpg,Nazca,1,IVA,4,"ZAPATOS NAZCA DIELECTRICO NU 280 NÂ¼ 39","ZAPATOS NAZCA DIELECTRICO NU 280 NÂ¼ 39",":",Despacho en 24 hrs.,1
