price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description
67080,67080,55900,118493,118493,5,5,"SILLA OFICINA "EGG II" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/8929-1889-thickbox/sillaeggiicruedasnegrocojinnegro.jpg,http://www.mueblessur.cl/8929-1889-thickbox/sillaeggiicruedasnegrocojinnegro.jpg,http://www.mueblessur.cl/8929-1889-thickbox/sillaeggiicruedasnegrocojinnegro.jpg,,1,IVA,4,"Asiento y soporte pedestal de plástico, altura<br> regulable,cojín de espuma, cubierta de nylon.<br><br>Altura máxima        92 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 51 cms.<br>Altura min. asiento  42 cms. <br><br>Consultar Disponibilidad.","Asiento y soporte pedestal de plástico, altura<br> regulable,cojín de espuma, cubierta de nylon.<br><br>Altura máxima        92 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 51 cms.<br>Altura min. asiento  42 cms. <br><br>Consultar Disponibilidad."
79080,79080,65900,114992,114992,5,5,"SILLON OFICINA "JULIO" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/5294-2065-thickbox/sillonoficinajuliocruedasasientonegroresp.jpg,http://www.mueblessur.cl/5294-2065-thickbox/sillonoficinajuliocruedasasientonegroresp.jpg,http://www.mueblessur.cl/5294-2065-thickbox/sillonoficinajuliocruedasasientonegroresp.jpg,,1,IVA,4,"Silla con ruedas, asiento de espuma, tapizado en tela color negro con apoyabrazos. Respaldo de malla. Altura regulable.<br><br>Altura máxima        94 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  39 cms.","Silla con ruedas, asiento de espuma, tapizado en tela color negro con apoyabrazos. Respaldo de malla. Altura regulable.<br><br>Altura máxima        94 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  39 cms."
101880,101880,84900,116206,116206,5,5,"SILLA OFICINA "SLIM" BLANCA",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/5299-2067-thickbox/sillaslimcruedasblancas.jpg,http://www.mueblessur.cl/5299-2067-thickbox/sillaslimcruedasblancas.jpg,http://www.mueblessur.cl/5299-2067-thickbox/sillaslimcruedasblancas.jpg,,1,IVA,4,"Asiento de polipropileno, base <br>de metal cromado con ruedas.<br><br>Altura máxima        81 cms.<br>Profundidad            40 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  36 cms.","Asiento de polipropileno, base <br>de metal cromado con ruedas.<br><br>Altura máxima        81 cms.<br>Profundidad            40 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  36 cms."
119880,119880,99900,117957,117957,5,5,"SILLON OFICINA "RAFAEL" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/7208-2062-thickbox/sillaoficinarafaelcruedasybrazosrespmeshn.jpg,http://www.mueblessur.cl/7208-2062-thickbox/sillaoficinarafaelcruedasybrazosrespmeshn.jpg,http://www.mueblessur.cl/7208-2062-thickbox/sillaoficinarafaelcruedasybrazosrespmeshn.jpg,,1,IVA,4,"Silla con ruedas, asiento de espuma de alta densidad, tapizado en tela color negro con apoyabrazos. Respaldo de malla. Altura regulable.<br><br>Altura máxima      103 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  39 cms. <br><br>Disponible En Julio.","Silla con ruedas, asiento de espuma de alta densidad, tapizado en tela color negro con apoyabrazos. Respaldo de malla. Altura regulable.<br><br>Altura máxima      103 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  39 cms. <br><br>Disponible En Julio."
95880,95880,79900,116636,116636,5,5,"SILLON OFICINA "USA" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/782-2054-thickbox/sillonoficinausabrazosabatibleasimallanegro.jpg,http://www.mueblessur.cl/782-2054-thickbox/sillonoficinausabrazosabatibleasimallanegro.jpg,http://www.mueblessur.cl/782-2054-thickbox/sillonoficinausabrazosabatibleasimallanegro.jpg,,1,IVA,4,"Silla con ruedas y brazos abatibles,<br> malla negra, estructura negra.<br><br>Altura máxima      104 cms.<br>Profundidad            49 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms.","Silla con ruedas y brazos abatibles,<br> malla negra, estructura negra.<br><br>Altura máxima      104 cms.<br>Profundidad            49 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms."
71880,71880,59900,118462,118462,5,5,"SILLA OFICINA "VERTEBRADA" BLANCA",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/8891-1873-thickbox/sillaoficinavertebradablancapatasacerocrued.jpg,http://www.mueblessur.cl/8891-1873-thickbox/sillaoficinavertebradablancapatasacerocrued.jpg,http://www.mueblessur.cl/8891-1873-thickbox/sillaoficinavertebradablancapatasacerocrued.jpg,,1,IVA,4,"Patas de acero, con ruedas, asiento <br>de polipropileno color blanco.<br><br>Altura máxima 83 cms.<br>Profundidad     40 cms.<br>Altura asiento  40 cms.","Patas de acero, con ruedas, asiento <br>de polipropileno color blanco.<br><br>Altura máxima 83 cms.<br>Profundidad     40 cms.<br>Altura asiento  40 cms."
71880,71880,59900,118465,118465,5,5,"SILLA OFICINA "ZEN" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/8894-1881-thickbox/sillaoficinazenpolipropilenonegrocruedas.jpg,http://www.mueblessur.cl/8894-1881-thickbox/sillaoficinazenpolipropilenonegrocruedas.jpg,http://www.mueblessur.cl/8894-1881-thickbox/sillaoficinazenpolipropilenonegrocruedas.jpg,,1,IVA,4,"Patas de acero, con ruedas, asiento<br> de polipropileno color negro.<br><br>Consultar Disponibilidad.","Patas de acero, con ruedas, asiento<br> de polipropileno color negro.<br><br>Consultar Disponibilidad."
143635,143635,124900,118798,118798,5,5,"SILLON OFICINA "BORJA" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/9146-2169-thickbox/sillonoficinaborjacruedaspunegro.jpg,http://www.mueblessur.cl/9146-2169-thickbox/sillonoficinaborjacruedaspunegro.jpg,http://www.mueblessur.cl/9146-2169-thickbox/sillonoficinaborjacruedaspunegro.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, tapiz PU negro, respaldo alto. Altura regulable.<br><br>Altura máxima       120 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 55 cms.<br>Altura min. asiento  47 cms.","Silla con ruedas, estructura de metal cromada, tapiz PU negro, respaldo alto. Altura regulable.<br><br>Altura máxima       120 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 55 cms.<br>Altura min. asiento  47 cms."
136735,136735,118900,119036,119036,5,5,"SILLON "TRISTAN" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/9276-2219-thickbox/sillontristanccabeceraasientomallanegra.jpg,http://www.mueblessur.cl/9276-2219-thickbox/sillontristanccabeceraasientomallanegra.jpg,http://www.mueblessur.cl/9276-2219-thickbox/sillontristanccabeceraasientomallanegra.jpg,,1,IVA,4,"Estructura de plástico de alta densidad y metal. Asiento de espuma, tapizado en tela color negro. Respaldo de malla polyester. Altura regulable. Cabecera y apoyabrazos.<br><br>Altura máxima       123 cms.<br>Profundidad             50 cms.<br>Altura máx. asiento  45 cms.<br>Altura min. asiento   35 cms. <br><br>Consultar Disponibilidad.","Estructura de plástico de alta densidad y metal. Asiento de espuma, tapizado en tela color negro. Respaldo de malla polyester. Altura regulable. Cabecera y apoyabrazos.<br><br>Altura máxima       123 cms.<br>Profundidad             50 cms.<br>Altura máx. asiento  45 cms.<br>Altura min. asiento   35 cms. <br><br>Consultar Disponibilidad."
83880,83880,69900,119119,119119,5,5,"SILLA OFICINA "JAZZ" ROJA",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/9381-2227-thickbox/sillaoficinajazzroja.jpg,http://www.mueblessur.cl/9381-2227-thickbox/sillaoficinajazzroja.jpg,http://www.mueblessur.cl/9381-2227-thickbox/sillaoficinajazzroja.jpg,,1,IVA,4,"Silla con ruedas, estructura metálica, tapizada<br> en tela color rojo. Altura regulable.<br><br>Altura máxima        95 cms.<br>Profundidad            44 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms.","Silla con ruedas, estructura metálica, tapizada<br> en tela color rojo. Altura regulable.<br><br>Altura máxima        95 cms.<br>Profundidad            44 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms."
68280,68280,56900,119121,119121,5,5,"SILLA OFICINA "PASCAL" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/9383-2232-thickbox/sillaoficinapascalnegro.jpg,http://www.mueblessur.cl/9383-2232-thickbox/sillaoficinapascalnegro.jpg,http://www.mueblessur.cl/9383-2232-thickbox/sillaoficinapascalnegro.jpg,,1,IVA,4,"Silla con ruedas, tapizado en tela color negro, apoyabrazos y respaldo negro. Altura regulable.<br><br>Disponible En Julio.","Silla con ruedas, tapizado en tela color negro, apoyabrazos y respaldo negro. Altura regulable.<br><br>Disponible En Julio."
89880,89880,74900,114375,114375,5,5,"SILLA "SABRINA" BLANCA",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/751-1212-thickbox/sillasabrinablanca.jpg,http://www.mueblessur.cl/751-1212-thickbox/sillasabrinablanca.jpg,http://www.mueblessur.cl/751-1212-thickbox/sillasabrinablanca.jpg,,1,IVA,4,"Estructura de metal cromado, cubierta de <br>cuero reconstituido blanco.<br><br>Altura máxima 80 cms.<br>Profundidad     40 cms.<br>Altura asiento  45 cms. <br><br>Disponible solo en outlet.","Estructura de metal cromado, cubierta de <br>cuero reconstituido blanco.<br><br>Altura máxima 80 cms.<br>Profundidad     40 cms.<br>Altura asiento  45 cms. <br><br>Disponible solo en outlet."
95880,95880,79900,116379,116379,5,5,"SILLA "MADDOX" BLANCO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/5287-884-thickbox/sillamaddoxasientopublancopatasmetalcromado.jpg,http://www.mueblessur.cl/5287-884-thickbox/sillamaddoxasientopublancopatasmetalcromado.jpg,http://www.mueblessur.cl/5287-884-thickbox/sillamaddoxasientopublancopatasmetalcromado.jpg,,1,IVA,4,"Estructura de metal cromado, recubierta con <br>espuma de alta densidad tapizado en PU.<br><br>Altura máxima 98 cms.<br>Profundidad     46 cms.<br>Altura asiento  37 cms. <br><br>Consultar Disponibilidad.","Estructura de metal cromado, recubierta con <br>espuma de alta densidad tapizado en PU.<br><br>Altura máxima 98 cms.<br>Profundidad     46 cms.<br>Altura asiento  37 cms. <br><br>Consultar Disponibilidad."
95880,95880,79900,116505,116505,5,5,"SILLA "MADDOX" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/737-883-thickbox/sillamaddoxasientopunegropatasmetalcromado.jpg,http://www.mueblessur.cl/737-883-thickbox/sillamaddoxasientopunegropatasmetalcromado.jpg,http://www.mueblessur.cl/737-883-thickbox/sillamaddoxasientopunegropatasmetalcromado.jpg,,1,IVA,4,"Asiento de metal cromado, recubierta con <br>espuma de alta densidad tapizado en PU. <br><br>Altura máxima 98 cms.<br>Profundidad     46 cms.<br>Altura asiento  37 cms.","Asiento de metal cromado, recubierta con <br>espuma de alta densidad tapizado en PU. <br><br>Altura máxima 98 cms.<br>Profundidad     46 cms.<br>Altura asiento  37 cms."
119880,119880,99900,114721,114721,5,5,"SILLON "CAST" S/RUEDAS BEIGE",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/777-912-thickbox/sillonoficinacastsruedaspubeige.jpg,http://www.mueblessur.cl/777-912-thickbox/sillonoficinacastsruedaspubeige.jpg,http://www.mueblessur.cl/777-912-thickbox/sillonoficinacastsruedaspubeige.jpg,,1,IVA,4,"Estructura de metal cromado, <br>cubierta con cuerina perforada.<br><br>Altura máxima 88 cms.<br>Profundidad     42 cms.<br>Altura asiento  46 cms.","Estructura de metal cromado, <br>cubierta con cuerina perforada.<br><br>Altura máxima 88 cms.<br>Profundidad     42 cms.<br>Altura asiento  46 cms."
119880,119880,99900,113558,113558,5,5,"SILLON "CAST" S/RUEDAS NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/776-292-thickbox/sillonoficinacastsruedaspunegro.jpg,http://www.mueblessur.cl/776-292-thickbox/sillonoficinacastsruedaspunegro.jpg,http://www.mueblessur.cl/776-292-thickbox/sillonoficinacastsruedaspunegro.jpg,,1,IVA,4,"Estructura de metal cromado, <br>cubierta con cuerina perforada.<br><br>Altura máxima 88 cms.<br>Profundidad     42 cms.<br>Altura asiento  46 cms. <br><br>Disponible En Junio.","Estructura de metal cromado, <br>cubierta con cuerina perforada.<br><br>Altura máxima 88 cms.<br>Profundidad     42 cms.<br>Altura asiento  46 cms. <br><br>Disponible En Junio."
53625,53625,42900,113648,113648,5,5,"SILLA "MAILLA II" OFICINA",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/742-269-thickbox/sillaoficinamaillacbrazosnegra.jpg,http://www.mueblessur.cl/742-269-thickbox/sillaoficinamaillacbrazosnegra.jpg,http://www.mueblessur.cl/742-269-thickbox/sillaoficinamaillacbrazosnegra.jpg,,1,IVA,4,"Respaldo en malla negra, asiento tapizado en tela, estructura cromada, brazos plásticos.<br><br>Altura máxima 83 cms.<br>Profundidad     47 cms.<br>Altura asiento  40 cms.","Respaldo en malla negra, asiento tapizado en tela, estructura cromada, brazos plásticos.<br><br>Altura máxima 83 cms.<br>Profundidad     47 cms.<br>Altura asiento  40 cms."
143635,143635,124900,116780,116780,5,5,"SILLA "ZAS"",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/5301-1563-thickbox/sillazasasientoccojinpurespmaderapatasace.jpg,http://www.mueblessur.cl/5301-1563-thickbox/sillazasasientoccojinpurespmaderapatasace.jpg,http://www.mueblessur.cl/5301-1563-thickbox/sillazasasientoccojinpurespmaderapatasace.jpg,,1,IVA,4,"Patas de metal cromadas, respaldo de madera natural, asiento acolchado tapizado PU negro.<br><br>Altura máxima 88 cms.<br>Profundidad     40 cms.<br>Altura asiento  48 cms.","Patas de metal cromadas, respaldo de madera natural, asiento acolchado tapizado PU negro.<br><br>Altura máxima 88 cms.<br>Profundidad     40 cms.<br>Altura asiento  48 cms."
104280,104280,86900,117837,117837,5,5,"SILLA "ESPECIAL" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/7145-1412-thickbox/sillaespecialasientonegropolyproppatasmadera.jpg,http://www.mueblessur.cl/7145-1412-thickbox/sillaespecialasientonegropolyproppatasmadera.jpg,http://www.mueblessur.cl/7145-1412-thickbox/sillaespecialasientonegropolyproppatasmadera.jpg,,1,IVA,4,"Asiento de polipropileno color negro,<br> patas de madera natural.<br><br>Altura máxima   78 cms.<br>Profundidad    44,5 cms.<br>Altura asiento 45,5 cms.","Asiento de polipropileno color negro,<br> patas de madera natural.<br><br>Altura máxima   78 cms.<br>Profundidad    44,5 cms.<br>Altura asiento 45,5 cms."
37375,37375,29900,111519,111519,5,5,"SILLA "SAMBA" BLANCO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/753-963-thickbox/sillasambalacadablanca.jpg,http://www.mueblessur.cl/753-963-thickbox/sillasambalacadablanca.jpg,http://www.mueblessur.cl/753-963-thickbox/sillasambalacadablanca.jpg,,1,IVA,4,"Asiento de madera laminada,<br>patas tubo de acero cromado. <br><br>Altura máxima 86 cms.<br>Profundidad     40 cms.<br>Altura asiento  43 cms.","Asiento de madera laminada,<br>patas tubo de acero cromado. <br><br>Altura máxima 86 cms.<br>Profundidad     40 cms.<br>Altura asiento  43 cms."
37375,37375,29900,104587,104587,5,5,"SILLA "SAMBA" NATURAL",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/755-964-thickbox/sillasambanat.jpg,http://www.mueblessur.cl/755-964-thickbox/sillasambanat.jpg,http://www.mueblessur.cl/755-964-thickbox/sillasambanat.jpg,,1,IVA,4,"Asiento de madera laminada,<br>patas tubo de acero cromado. <br><br>Altura máxima 86 cms.<br>Profundidad     40 cms.<br>Altura asiento  43 cms. <br><br>Consultar Disponibilidad.","Asiento de madera laminada,<br>patas tubo de acero cromado. <br><br>Altura máxima 86 cms.<br>Profundidad     40 cms.<br>Altura asiento  43 cms. <br><br>Consultar Disponibilidad."
32370,32370,24900,110686,110686,5,5,"SILLA "TEMPO" LACADA ROJO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/758-740-thickbox/sillatempolacada.jpg,http://www.mueblessur.cl/758-740-thickbox/sillatempolacada.jpg,http://www.mueblessur.cl/758-740-thickbox/sillatempolacada.jpg,,1,IVA,4,"Asiento de madera laminada,<br>patas tubo de acero cromado. <br><br>Altura máxima 81 cms.<br>Profundidad     40 cms.<br>Altura asiento  42 cms.","Asiento de madera laminada,<br>patas tubo de acero cromado. <br><br>Altura máxima 81 cms.<br>Profundidad     40 cms.<br>Altura asiento  42 cms."
126385,126385,109900,115493,115493,5,5,"SILLON "ORBIT" NARANJO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/5315-1637-thickbox/sillonorbitnaranjo.jpg,http://www.mueblessur.cl/5315-1637-thickbox/sillonorbitnaranjo.jpg,http://www.mueblessur.cl/5315-1637-thickbox/sillonorbitnaranjo.jpg,,1,IVA,4,"Asiento de polipropileno, estructura <br>de metal cromado.<br><br>Altura máxima 80 cms.<br>Profundidad     40 cms.<br>Altura asiento  40 cms.","Asiento de polipropileno, estructura <br>de metal cromado.<br><br>Altura máxima 80 cms.<br>Profundidad     40 cms.<br>Altura asiento  40 cms."
76680,76680,63900,118164,118164,5,5,"SILLA "HOT" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/7356-1751-thickbox/sillahotasientonegropatascromadas.jpg,http://www.mueblessur.cl/7356-1751-thickbox/sillahotasientonegropatascromadas.jpg,http://www.mueblessur.cl/7356-1751-thickbox/sillahotasientonegropatascromadas.jpg,,1,IVA,4,"Estructura de madera contrachapada, recubierta con espuma de alta densidad, tapizado en PU, patas de metal cromada.<br><br>Altura máxima 84 cms.<br>Profundidad     43 cms.<br>Altura asiento  47 cms. <br><br>Consultar Disponibilidad.","Estructura de madera contrachapada, recubierta con espuma de alta densidad, tapizado en PU, patas de metal cromada.<br><br>Altura máxima 84 cms.<br>Profundidad     43 cms.<br>Altura asiento  47 cms. <br><br>Consultar Disponibilidad."
67080,67080,55900,118370,118370,5,5,"SILLA "EGG II" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/8825-1845-thickbox/sillaeggiigiratorianegrocojinnegro.jpg,http://www.mueblessur.cl/8825-1845-thickbox/sillaeggiigiratorianegrocojinnegro.jpg,http://www.mueblessur.cl/8825-1845-thickbox/sillaeggiigiratorianegrocojinnegro.jpg,,1,IVA,4,"Silla de polipropileno color negro, soporte pedestal de acero cromado con base redonda. Altura regulable, cojín de PU negro.<br><br>Altura máxima        89 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  38 cms.","Silla de polipropileno color negro, soporte pedestal de acero cromado con base redonda. Altura regulable, cojín de PU negro.<br><br>Altura máxima        89 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  38 cms."
68280,68280,56900,118463,118463,5,5,"SILLA "HOJA" BLANCA",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/8892-1875-thickbox/sillahojapolipropilenoblancopatascromadas.jpg,http://www.mueblessur.cl/8892-1875-thickbox/sillahojapolipropilenoblancopatascromadas.jpg,http://www.mueblessur.cl/8892-1875-thickbox/sillahojapolipropilenoblancopatascromadas.jpg,,1,IVA,4,"Patas cromadas, asiento de <br>polipropileno color blanco.<br><br>Altura máxima 82 cms.<br>Profundidad     40 cms.<br>Altura asiento  45 cms.","Patas cromadas, asiento de <br>polipropileno color blanco.<br><br>Altura máxima 82 cms.<br>Profundidad     40 cms.<br>Altura asiento  45 cms."
95880,95880,79900,118464,118464,5,5,"SILLA "ZEN" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/8893-1883-thickbox/sillazenpolipropilenonegropataalumnegro.jpg,http://www.mueblessur.cl/8893-1883-thickbox/sillazenpolipropilenonegropataalumnegro.jpg,http://www.mueblessur.cl/8893-1883-thickbox/sillazenpolipropilenonegropataalumnegro.jpg,,1,IVA,4,"Patas aluminio, asiento de <br>polipropileno color negro.<br><br>Altura máxima 83 cms.<br>Profundidad     40 cms.<br>Altura asiento  44 cms.","Patas aluminio, asiento de <br>polipropileno color negro.<br><br>Altura máxima 83 cms.<br>Profundidad     40 cms.<br>Altura asiento  44 cms."
76680,76680,63900,118615,118615,5,5,"SILLA "HOT" BLANCO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/9027-1991-thickbox/sillahotasientoblancopatascromadas.jpg,http://www.mueblessur.cl/9027-1991-thickbox/sillahotasientoblancopatascromadas.jpg,http://www.mueblessur.cl/9027-1991-thickbox/sillahotasientoblancopatascromadas.jpg,,1,IVA,4,"Estructura de madera contrachapada, recubierta con espuma de alta densidad, tapizado en PU, patas de metal cromada.<br><br>Altura máxima 84 cms.<br>Profundidad     43 cms.<br>Altura asiento  47 cms. <br><br>Consultar Disponibilidad.","Estructura de madera contrachapada, recubierta con espuma de alta densidad, tapizado en PU, patas de metal cromada.<br><br>Altura máxima 84 cms.<br>Profundidad     43 cms.<br>Altura asiento  47 cms. <br><br>Consultar Disponibilidad."
49875,49875,39900,118659,118659,5,5,"SILLA "NATI" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/9053-2006-thickbox/sillanatinegrabasemetalica.jpg,http://www.mueblessur.cl/9053-2006-thickbox/sillanatinegrabasemetalica.jpg,http://www.mueblessur.cl/9053-2006-thickbox/sillanatinegrabasemetalica.jpg,,1,IVA,4,"Asiento de polipropileno color negro, base metálica.<br><br>Altura máxima 84 cms.<br>Profundidad     45 cms.<br>Altura asiento  43 cms. <br><br>Consultar Disponibilidad.","Asiento de polipropileno color negro, base metálica.<br><br>Altura máxima 84 cms.<br>Profundidad     45 cms.<br>Altura asiento  43 cms. <br><br>Consultar Disponibilidad."
68280,68280,56900,118664,118664,5,5,"SILLA "HOJA" NEGRO",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/9060-2012-thickbox/sillahojapolipropilenonegropatascromadas.jpg,http://www.mueblessur.cl/9060-2012-thickbox/sillahojapolipropilenonegropatascromadas.jpg,http://www.mueblessur.cl/9060-2012-thickbox/sillahojapolipropilenonegropatascromadas.jpg,,1,IVA,4,"Patas cromadas, asiento de <br>polipropileno color negro.<br><br>Altura máxima 82 cms.<br>Profundidad     40 cms.<br>Altura asiento  45 cms.","Patas cromadas, asiento de <br>polipropileno color negro.<br><br>Altura máxima 82 cms.<br>Profundidad     40 cms.<br>Altura asiento  45 cms."
67080,67080,55900,118353,118353,5,5,"SILLA "EGG II" BLANCA",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/8811-1968-thickbox/sillaeggiigiratoriasruedasblancocojinnegro.jpg,http://www.mueblessur.cl/8811-1968-thickbox/sillaeggiigiratoriasruedasblancocojinnegro.jpg,http://www.mueblessur.cl/8811-1968-thickbox/sillaeggiigiratoriasruedasblancocojinnegro.jpg,,1,IVA,4,"Silla de polipropileno color blanco, soporte pedestal de acero cromado con base redonda. Altura regulable, cojín de PU negro.<br><br>Altura máxima        89 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  38 cms.","Silla de polipropileno color blanco, soporte pedestal de acero cromado con base redonda. Altura regulable, cojín de PU negro.<br><br>Altura máxima        89 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  38 cms."
65880,65880,54900,116231,116231,5,5,"SILLA "ARMONIA"",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/708-946-thickbox/sillaarmoniapoliuretanoblancopatascromadas.jpg,http://www.mueblessur.cl/708-946-thickbox/sillaarmoniapoliuretanoblancopatascromadas.jpg,http://www.mueblessur.cl/708-946-thickbox/sillaarmoniapoliuretanoblancopatascromadas.jpg,,1,IVA,4,"Estructura de polipropileno blanco, <br>cojín negro, patas de acero cromado. <br><br>Altura máxima 80 cms.<br>Profundidad     46 cms.<br>Altura asiento  40 cms.","Estructura de polipropileno blanco, <br>cojín negro, patas de acero cromado. <br><br>Altura máxima 80 cms.<br>Profundidad     46 cms.<br>Altura asiento  40 cms."
68280,68280,56900,118767,118767,5,5,"SILLA "BO BISTROT" ANTRACITA",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/9129-2134-thickbox/sillabobistrotpuntosantracita.jpg,http://www.mueblessur.cl/9129-2134-thickbox/sillabobistrotpuntosantracita.jpg,http://www.mueblessur.cl/9129-2134-thickbox/sillabobistrotpuntosantracita.jpg,,1,IVA,4,"Estructura de polipropileno, <br>fibra de vidrio, color antracita. <br><br>Altura máxima 85 cms.<br>Profundidad     42 cms.<br>Altura asiento  43 cms.","Estructura de polipropileno, <br>fibra de vidrio, color antracita. <br><br>Altura máxima 85 cms.<br>Profundidad     42 cms.<br>Altura asiento  43 cms."
63480,63480,52900,119073,119073,5,5,"SILLA "TEXTURA" GRIS",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/9317-2214-thickbox/sillatexturapolipropilenogrispatascromada.jpg,http://www.mueblessur.cl/9317-2214-thickbox/sillatexturapolipropilenogrispatascromada.jpg,http://www.mueblessur.cl/9317-2214-thickbox/sillatexturapolipropilenogrispatascromada.jpg,,1,IVA,4,"Asiento de polipropileno gris, patas cromadas.<br><br>Altura máxima 84 cms.<br>Profundidad     44 cms.<br>Altura asiento  46 cms.","Asiento de polipropileno gris, patas cromadas.<br><br>Altura máxima 84 cms.<br>Profundidad     44 cms.<br>Altura asiento  46 cms."
68280,68280,56900,118768,118768,5,5,"SILLA "BO BISTROT" BLANCA",5,100,"Sillas y Sillones de visita y recepción",http://www.mueblessur.cl/9130-2390-thickbox/sillabobistrotpuntosblanca.jpg,http://www.mueblessur.cl/9130-2390-thickbox/sillabobistrotpuntosblanca.jpg,http://www.mueblessur.cl/9130-2390-thickbox/sillabobistrotpuntosblanca.jpg,,1,IVA,4,"Estructura de polipropileno,<br>fibra de vidrio, color blanca. <br><br>Altura máxima 85 cms.<br>Profundidad     42 cms.<br>Altura asiento  43 cms.<br><br>Consultar Disponibilidad.","Estructura de polipropileno,<br>fibra de vidrio, color blanca. <br><br>Altura máxima 85 cms.<br>Profundidad     42 cms.<br>Altura asiento  43 cms.<br><br>Consultar Disponibilidad."
