price,vendor_price,vendor_cost,sku,vendor_sku,qty,stock_qty,name,udropship_vendor,weight,categoryname,image,small_image,thumbnail,manufacturer,status,tax_class_id,visibility,short_description,description
172385,172385,149900,114067,114067,5,5,"SILLON OFICINA "MANAGER II" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/5312-2046-thickbox/sillonoficinamanagerdoscruedastappupvcneg.jpg,http://www.mueblessur.cl/5312-2046-thickbox/sillonoficinamanagerdoscruedastappupvcneg.jpg,http://www.mueblessur.cl/5312-2046-thickbox/sillonoficinamanagerdoscruedastappupvcneg.jpg,,1,IVA,4,"Sillón con ruedas, estructura de metal cromada, respaldo y asiento de espuma tapizado en PU. Altura regulable.<br><br>Altura máxima       127 cms.<br>Profundidad            56 cms.<br>Altura máx. asiento 41 cms.<br>Altura min. asiento  35 cms.","Sillón con ruedas, estructura de metal cromada, respaldo y asiento de espuma tapizado en PU. Altura regulable.<br><br>Altura máxima       127 cms.<br>Profundidad            56 cms.<br>Altura máx. asiento 41 cms.<br>Altura min. asiento  35 cms."
275885,275885,239900,111501,111501,5,5,"SILLON OFICINA "MANAGER" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/743-2045-thickbox/sillonoficinamanagertapizcuero.jpg,http://www.mueblessur.cl/743-2045-thickbox/sillonoficinamanagertapizcuero.jpg,http://www.mueblessur.cl/743-2045-thickbox/sillonoficinamanagertapizcuero.jpg,,1,IVA,4,"Sillón con ruedas, estructura de metal cromada, asiento de espuma tapizado en cuero, respaldo alto. Altura regulable.<br><br>Altura máxima      133 cms.<br>Profundidad            52 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  44 cms.","Sillón con ruedas, estructura de metal cromada, asiento de espuma tapizado en cuero, respaldo alto. Altura regulable.<br><br>Altura máxima      133 cms.<br>Profundidad            52 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  44 cms."
160885,160885,139900,117934,117934,5,5,"SILLA OFICINA "DIAM" TRANSPARENTE",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/7190-1592-thickbox/silladiamcruedaspolicarbonatotransparente.jpg,http://www.mueblessur.cl/7190-1592-thickbox/silladiamcruedaspolicarbonatotransparente.jpg,http://www.mueblessur.cl/7190-1592-thickbox/silladiamcruedaspolicarbonatotransparente.jpg,,1,IVA,4,"Silla de policarbonato transparente, estructura de metal cromada, con ruedas. Altura regulable.<br><br>Altura máxima        95 cms.<br>Profundidad            42 cms.<br>Altura máx. asiento 56 cms.<br>Altura min. asiento  45 cms.","Silla de policarbonato transparente, estructura de metal cromada, con ruedas. Altura regulable.<br><br>Altura máxima        95 cms.<br>Profundidad            42 cms.<br>Altura máx. asiento 56 cms.<br>Altura min. asiento  45 cms."
67080,67080,55900,118332,118332,5,5,"SILLA OFICINA "EGG II" BLANCA",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/7417-1979-thickbox/sillaeggcruedasblancocojinnegro.jpg,http://www.mueblessur.cl/7417-1979-thickbox/sillaeggcruedasblancocojinnegro.jpg,http://www.mueblessur.cl/7417-1979-thickbox/sillaeggcruedasblancocojinnegro.jpg,,1,IVA,4,"Asiento de polipropileno color blanco, patas de metal cromado. Altura regulable. Cojín de PU negro.<br><br>Altura máxima        92 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 51 cms.<br>Altura min. asiento  42 cms.","Asiento de polipropileno color blanco, patas de metal cromado. Altura regulable. Cojín de PU negro.<br><br>Altura máxima        92 cms.<br>Profundidad            43 cms.<br>Altura máx. asiento 51 cms.<br>Altura min. asiento  42 cms."
83880,83880,69900,118505,118505,5,5,"SILLON OFICINA "ALDO" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/8949-2037-thickbox/sillaoficinaaldoasientorespaldomallanegra.jpg,http://www.mueblessur.cl/8949-2037-thickbox/sillaoficinaaldoasientorespaldomallanegra.jpg,http://www.mueblessur.cl/8949-2037-thickbox/sillaoficinaaldoasientorespaldomallanegra.jpg,,1,IVA,4,"Silla con ruedas, asiento y respaldo de malla, <br>estructura metálica. Altura regulable.<br><br>Altura máxima       117 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  38 cms.","Silla con ruedas, asiento y respaldo de malla, <br>estructura metálica. Altura regulable.<br><br>Altura máxima       117 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  38 cms."
132135,132135,114900,118515,118515,5,5,"SILLON OFICINA "CEO II" RESPALDO ALTO NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/8955-2040-thickbox/sillaoficinaceoiirespaltocruedasnegro.jpg,http://www.mueblessur.cl/8955-2040-thickbox/sillaoficinaceoiirespaltocruedasnegro.jpg,http://www.mueblessur.cl/8955-2040-thickbox/sillaoficinaceoiirespaltocruedasnegro.jpg,,1,IVA,4,"Estructura de metal cromado, tapiz PU negro, con ruedas, respaldo alto. Altura regulable.<br><br>Altura máxima      105 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms.","Estructura de metal cromado, tapiz PU negro, con ruedas, respaldo alto. Altura regulable.<br><br>Altura máxima      105 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms."
126385,126385,109900,118518,118518,5,5,"SILLON OFICINA "CAST II" BEIGE",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/8957-2038-thickbox/sillonoficinacastplegablecruedasbeige.jpg,http://www.mueblessur.cl/8957-2038-thickbox/sillonoficinacastplegablecruedasbeige.jpg,http://www.mueblessur.cl/8957-2038-thickbox/sillonoficinacastplegablecruedasbeige.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromado, tapiz PU beige, respaldo alto. Altura regulable.<br><br><br>Altura máxima        110 cms.<br>Profundidad              40 cms.<br>Altura máx. asiento   51 cms.<br>Alturma min. asiento 42 cms.","Silla con ruedas, estructura de metal cromado, tapiz PU beige, respaldo alto. Altura regulable.<br><br><br>Altura máxima        110 cms.<br>Profundidad              40 cms.<br>Altura máx. asiento   51 cms.<br>Alturma min. asiento 42 cms."
126385,126385,109900,118494,118494,5,5,"SILLON OFICINA "CAST II" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/8930-2039-thickbox/sillonoficinaplegablecastcruedaspunegro.jpg,http://www.mueblessur.cl/8930-2039-thickbox/sillonoficinaplegablecastcruedaspunegro.jpg,http://www.mueblessur.cl/8930-2039-thickbox/sillonoficinaplegablecastcruedaspunegro.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromado, tapiz PU negro, respaldo alto. Altura regulable.<br><br><br>Altura máxima      110 cms.<br>Profundidad            40 cms.<br>Altura máx. asiento 51 cms.<br>Altura min. asiento  42 cms.","Silla con ruedas, estructura de metal cromado, tapiz PU negro, respaldo alto. Altura regulable.<br><br><br>Altura máxima      110 cms.<br>Profundidad            40 cms.<br>Altura máx. asiento 51 cms.<br>Altura min. asiento  42 cms."
83880,83880,69900,113075,113075,5,5,"SILLON OFICINA "MESH"",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/5497-2047-thickbox/sillaoficinameshcruedasybrazosasientomalla.jpg,http://www.mueblessur.cl/5497-2047-thickbox/sillaoficinameshcruedasybrazosasientomalla.jpg,http://www.mueblessur.cl/5497-2047-thickbox/sillaoficinameshcruedasybrazosasientomalla.jpg,,1,IVA,4,"Estructura de metal y plástico de alta densidad, asiento recubierto de espuma tapizado en malla de poliester.<br><br>Altura máxima      110 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 45 cms.<br>Altura min. asiento  35 cms.","Estructura de metal y plástico de alta densidad, asiento recubierto de espuma tapizado en malla de poliester.<br><br>Altura máxima      110 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 45 cms.<br>Altura min. asiento  35 cms."
79080,79080,65900,111503,111503,5,5,"SILLON OFICINA "FABRIC"",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/5292-2044-thickbox/sillonoficinafabrictapizgenero.jpg,http://www.mueblessur.cl/5292-2044-thickbox/sillonoficinafabrictapizgenero.jpg,http://www.mueblessur.cl/5292-2044-thickbox/sillonoficinafabrictapizgenero.jpg,,1,IVA,4,"Silla tapizada en malla de polyester, estructura de metal, con ruedas. Altura regulable.<br><br>Altura máxima      112 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 44 cms.<br>Altura min. asiento  37 cms.","Silla tapizada en malla de polyester, estructura de metal, con ruedas. Altura regulable.<br><br>Altura máxima      112 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 44 cms.<br>Altura min. asiento  37 cms."
126385,126385,109900,114836,114836,5,5,"SILLON OFICINA "TOP" NEGRA",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/5313-2052-thickbox/sillonoficinatopcruedasasientomallanegra.jpg,http://www.mueblessur.cl/5313-2052-thickbox/sillonoficinatopcruedasasientomallanegra.jpg,http://www.mueblessur.cl/5313-2052-thickbox/sillonoficinatopcruedasasientomallanegra.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, asiento de malla negro. Altura regulable.<br><br>Altura máxima        99 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms.","Silla con ruedas, estructura de metal cromada, asiento de malla negro. Altura regulable.<br><br>Altura máxima        99 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms."
120635,120635,104900,118282,118282,5,5,"SILLON OFICINA "CEO II" RESPALDO MEDIANO BLANCO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/7399-2041-thickbox/sillaoficinaceorespbajocruedaspupvcblanca.jpg,http://www.mueblessur.cl/7399-2041-thickbox/sillaoficinaceorespbajocruedaspupvcblanca.jpg,http://www.mueblessur.cl/7399-2041-thickbox/sillaoficinaceorespbajocruedaspupvcblanca.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromado, cubierta de PU/PVC, respaldo mediano. Altura regulable. <br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms.","Silla con ruedas, estructura de metal cromado, cubierta de PU/PVC, respaldo mediano. Altura regulable. <br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms."
120635,120635,104900,118516,118516,5,5,"SILLON OFICINA "CEO II" RESPALDO MEDIANO NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/8956-2042-thickbox/sillaoficinaceoiirespmedianocruedasnegro.jpg,http://www.mueblessur.cl/8956-2042-thickbox/sillaoficinaceoiirespmedianocruedasnegro.jpg,http://www.mueblessur.cl/8956-2042-thickbox/sillaoficinaceoiirespmedianocruedasnegro.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, cubierta de PU/PVC, respaldo mediano. Altura regulable.<br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms.","Silla con ruedas, estructura de metal cromada, cubierta de PU/PVC, respaldo mediano. Altura regulable.<br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms."
95880,95880,79900,116636,116636,5,5,"SILLON OFICINA "USA" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/782-2054-thickbox/sillonoficinausabrazosabatibleasimallanegro.jpg,http://www.mueblessur.cl/782-2054-thickbox/sillonoficinausabrazosabatibleasimallanegro.jpg,http://www.mueblessur.cl/782-2054-thickbox/sillonoficinausabrazosabatibleasimallanegro.jpg,,1,IVA,4,"Silla con ruedas y brazos abatibles,<br> malla negra, estructura negra.<br><br>Altura máxima      104 cms.<br>Profundidad            49 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms.","Silla con ruedas y brazos abatibles,<br> malla negra, estructura negra.<br><br>Altura máxima      104 cms.<br>Profundidad            49 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms."
107880,107880,89900,117318,117318,5,5,"SILLON OFICINA "VITTO" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/7111-2055-thickbox/sillonoficinavittocruedasasientoespumanegro.jpg,http://www.mueblessur.cl/7111-2055-thickbox/sillonoficinavittocruedasasientoespumanegro.jpg,http://www.mueblessur.cl/7111-2055-thickbox/sillonoficinavittocruedasasientoespumanegro.jpg,,1,IVA,4,"silla con ruedas, asiento de madera color negro, con espuma reciclada, apoyabrazos y respaldo de malla.<br><br>Altura máxima      102 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  36 cms.","silla con ruedas, asiento de madera color negro, con espuma reciclada, apoyabrazos y respaldo de malla.<br><br>Altura máxima      102 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  36 cms."
119880,119880,99900,117957,117957,5,5,"SILLON OFICINA "RAFAEL" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/7208-2062-thickbox/sillaoficinarafaelcruedasybrazosrespmeshn.jpg,http://www.mueblessur.cl/7208-2062-thickbox/sillaoficinarafaelcruedasybrazosrespmeshn.jpg,http://www.mueblessur.cl/7208-2062-thickbox/sillaoficinarafaelcruedasybrazosrespmeshn.jpg,,1,IVA,4,"Silla con ruedas, asiento de espuma de alta densidad, tapizado en tela color negro con apoyabrazos. Respaldo de malla. Altura regulable.<br><br>Altura máxima      103 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  39 cms. <br><br>Disponible En Julio.","Silla con ruedas, asiento de espuma de alta densidad, tapizado en tela color negro con apoyabrazos. Respaldo de malla. Altura regulable.<br><br>Altura máxima      103 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  39 cms. <br><br>Disponible En Julio."
132135,132135,114900,118797,118797,5,5,"SILLON OFICINA "BLAS" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/9145-2168-thickbox/sillonoficinablaspunegro.jpg,http://www.mueblessur.cl/9145-2168-thickbox/sillonoficinablaspunegro.jpg,http://www.mueblessur.cl/9145-2168-thickbox/sillonoficinablaspunegro.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromado, tapiz PU negro, respaldo alto. Altura regulable.<br><br>Altura máxima      119 cms.<br>Profundidad            46 cms.<br>Altura máx. asiento 54 cms.<br>Altura min. asiento  44 cms.","Silla con ruedas, estructura de metal cromado, tapiz PU negro, respaldo alto. Altura regulable.<br><br>Altura máxima      119 cms.<br>Profundidad            46 cms.<br>Altura máx. asiento 54 cms.<br>Altura min. asiento  44 cms."
143635,143635,124900,118798,118798,5,5,"SILLON OFICINA "BORJA" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/9146-2169-thickbox/sillonoficinaborjacruedaspunegro.jpg,http://www.mueblessur.cl/9146-2169-thickbox/sillonoficinaborjacruedaspunegro.jpg,http://www.mueblessur.cl/9146-2169-thickbox/sillonoficinaborjacruedaspunegro.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, tapiz PU negro, respaldo alto. Altura regulable.<br><br>Altura máxima       120 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 55 cms.<br>Altura min. asiento  47 cms.","Silla con ruedas, estructura de metal cromada, tapiz PU negro, respaldo alto. Altura regulable.<br><br>Altura máxima       120 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 55 cms.<br>Altura min. asiento  47 cms."
160885,160885,139900,119035,119035,5,5,"SILLON OFICINA "MANAGER 3" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/9275-2218-thickbox/sillonoficinamanagercruedastappupvcnegro.jpg,http://www.mueblessur.cl/9275-2218-thickbox/sillonoficinamanagercruedastappupvcnegro.jpg,http://www.mueblessur.cl/9275-2218-thickbox/sillonoficinamanagercruedastappupvcnegro.jpg,,1,IVA,4,"Sillón con ruedas, estructura metal cromada, respaldo y asiento de espuma tapizado en PU. Altura regulable.<br><br>Altura máxima      117 cms.<br>Profundidad            48 cms.<br>Altura máx. asiento 41 cms.<br>Altura min. asiento  33 cms.","Sillón con ruedas, estructura metal cromada, respaldo y asiento de espuma tapizado en PU. Altura regulable.<br><br>Altura máxima      117 cms.<br>Profundidad            48 cms.<br>Altura máx. asiento 41 cms.<br>Altura min. asiento  33 cms."
136735,136735,118900,119036,119036,5,5,"SILLON "TRISTAN" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/9276-2219-thickbox/sillontristanccabeceraasientomallanegra.jpg,http://www.mueblessur.cl/9276-2219-thickbox/sillontristanccabeceraasientomallanegra.jpg,http://www.mueblessur.cl/9276-2219-thickbox/sillontristanccabeceraasientomallanegra.jpg,,1,IVA,4,"Estructura de plástico de alta densidad y metal. Asiento de espuma, tapizado en tela color negro. Respaldo de malla polyester. Altura regulable. Cabecera y apoyabrazos.<br><br>Altura máxima       123 cms.<br>Profundidad             50 cms.<br>Altura máx. asiento  45 cms.<br>Altura min. asiento   35 cms. <br><br>Consultar Disponibilidad.","Estructura de plástico de alta densidad y metal. Asiento de espuma, tapizado en tela color negro. Respaldo de malla polyester. Altura regulable. Cabecera y apoyabrazos.<br><br>Altura máxima       123 cms.<br>Profundidad             50 cms.<br>Altura máx. asiento  45 cms.<br>Altura min. asiento   35 cms. <br><br>Consultar Disponibilidad."
68280,68280,56900,119121,119121,5,5,"SILLA OFICINA "PASCAL" NEGRO",5,100,"Sillones Ejecutivos, Gerenciales",http://www.mueblessur.cl/9383-2232-thickbox/sillaoficinapascalnegro.jpg,http://www.mueblessur.cl/9383-2232-thickbox/sillaoficinapascalnegro.jpg,http://www.mueblessur.cl/9383-2232-thickbox/sillaoficinapascalnegro.jpg,,1,IVA,4,"Silla con ruedas, tapizado en tela color negro, apoyabrazos y respaldo negro. Altura regulable.<br><br>Disponible En Julio.","Silla con ruedas, tapizado en tela color negro, apoyabrazos y respaldo negro. Altura regulable.<br><br>Disponible En Julio."
83880,83880,69900,113075,113075,5,5,"SILLON OFICINA "MESH"",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/5497-2047-thickbox/sillaoficinameshcruedasybrazosasientomalla.jpg,http://www.mueblessur.cl/5497-2047-thickbox/sillaoficinameshcruedasybrazosasientomalla.jpg,http://www.mueblessur.cl/5497-2047-thickbox/sillaoficinameshcruedasybrazosasientomalla.jpg,,1,IVA,4,"Estructura de metal y plástico de alta densidad, asiento recubierto de espuma tapizado en malla de poliester.<br><br>Altura máxima      110 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 45 cms.<br>Altura min. asiento  35 cms.","Estructura de metal y plástico de alta densidad, asiento recubierto de espuma tapizado en malla de poliester.<br><br>Altura máxima      110 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 45 cms.<br>Altura min. asiento  35 cms."
79080,79080,65900,111503,111503,5,5,"SILLON OFICINA "FABRIC"",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/5292-2044-thickbox/sillonoficinafabrictapizgenero.jpg,http://www.mueblessur.cl/5292-2044-thickbox/sillonoficinafabrictapizgenero.jpg,http://www.mueblessur.cl/5292-2044-thickbox/sillonoficinafabrictapizgenero.jpg,,1,IVA,4,"Silla tapizada en malla de polyester, estructura de metal, con ruedas. Altura regulable.<br><br>Altura máxima      112 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 44 cms.<br>Altura min. asiento  37 cms.","Silla tapizada en malla de polyester, estructura de metal, con ruedas. Altura regulable.<br><br>Altura máxima      112 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 44 cms.<br>Altura min. asiento  37 cms."
126385,126385,109900,114836,114836,5,5,"SILLON OFICINA "TOP" NEGRA",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/5313-2052-thickbox/sillonoficinatopcruedasasientomallanegra.jpg,http://www.mueblessur.cl/5313-2052-thickbox/sillonoficinatopcruedasasientomallanegra.jpg,http://www.mueblessur.cl/5313-2052-thickbox/sillonoficinatopcruedasasientomallanegra.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, asiento de malla negro. Altura regulable.<br><br>Altura máxima        99 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms.","Silla con ruedas, estructura de metal cromada, asiento de malla negro. Altura regulable.<br><br>Altura máxima        99 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms."
92280,92280,76900,117316,117316,5,5,"SILLON OFICINA "GALA" ROJA",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/7112-2060-thickbox/sillonoficinagalacruedastapiztelarojo.jpg,http://www.mueblessur.cl/7112-2060-thickbox/sillonoficinagalacruedastapiztelarojo.jpg,http://www.mueblessur.cl/7112-2060-thickbox/sillonoficinagalacruedastapiztelarojo.jpg,,1,IVA,4,"Silla con ruedas, asiento con espuma reciclada, tapizado en tela color rojo, apoyabrazos y respaldo negro. Altura regulable.<br><br>Altura máxima      101 cms.<br>Profundidad            47 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms. <br><br>Consultar Disponibilidad.","Silla con ruedas, asiento con espuma reciclada, tapizado en tela color rojo, apoyabrazos y respaldo negro. Altura regulable.<br><br>Altura máxima      101 cms.<br>Profundidad            47 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms. <br><br>Consultar Disponibilidad."
92280,92280,76900,117315,117315,5,5,"SILLON OFICINA "GALA" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/7110-2059-thickbox/sillonoficinagalacruedastapiztelanegra.jpg,http://www.mueblessur.cl/7110-2059-thickbox/sillonoficinagalacruedastapiztelanegra.jpg,http://www.mueblessur.cl/7110-2059-thickbox/sillonoficinagalacruedastapiztelanegra.jpg,,1,IVA,4,"Silla con ruedas, asiento con espuma reciclada tapizado en tela color negro, apoyabrazos y respaldo negro. Altura regulable.<br><br>Altura máxima      101 cms.<br>Profundidad            47 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms. <br><br>Consultar Disponibilidad.","Silla con ruedas, asiento con espuma reciclada tapizado en tela color negro, apoyabrazos y respaldo negro. Altura regulable.<br><br>Altura máxima      101 cms.<br>Profundidad            47 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  37 cms. <br><br>Consultar Disponibilidad."
107880,107880,89900,117318,117318,5,5,"SILLON OFICINA "VITTO" NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/7111-2055-thickbox/sillonoficinavittocruedasasientoespumanegro.jpg,http://www.mueblessur.cl/7111-2055-thickbox/sillonoficinavittocruedasasientoespumanegro.jpg,http://www.mueblessur.cl/7111-2055-thickbox/sillonoficinavittocruedasasientoespumanegro.jpg,,1,IVA,4,"silla con ruedas, asiento de madera color negro, con espuma reciclada, apoyabrazos y respaldo de malla.<br><br>Altura máxima      102 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  36 cms.","silla con ruedas, asiento de madera color negro, con espuma reciclada, apoyabrazos y respaldo de malla.<br><br>Altura máxima      102 cms.<br>Profundidad            50 cms.<br>Altura máx. asiento 46 cms.<br>Altura min. asiento  36 cms."
120635,120635,104900,118282,118282,5,5,"SILLON OFICINA "CEO II" RESPALDO MEDIANO BLANCO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/7399-2041-thickbox/sillaoficinaceorespbajocruedaspupvcblanca.jpg,http://www.mueblessur.cl/7399-2041-thickbox/sillaoficinaceorespbajocruedaspupvcblanca.jpg,http://www.mueblessur.cl/7399-2041-thickbox/sillaoficinaceorespbajocruedaspupvcblanca.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromado, cubierta de PU/PVC, respaldo mediano. Altura regulable. <br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms.","Silla con ruedas, estructura de metal cromado, cubierta de PU/PVC, respaldo mediano. Altura regulable. <br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms."
83880,83880,69900,118503,118503,5,5,"SILLON OFICINA "JAZZ" GRIS",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/8947-2061-thickbox/sillaoficinajazzgris.jpg,http://www.mueblessur.cl/8947-2061-thickbox/sillaoficinajazzgris.jpg,http://www.mueblessur.cl/8947-2061-thickbox/sillaoficinajazzgris.jpg,,1,IVA,4,"Silla con ruedas, estructura metálica, tapizada<br> en tela color gris. Altura regulable.<br><br>Altura máxima        95 cms.<br>Profundidad            44 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms.","Silla con ruedas, estructura metálica, tapizada<br> en tela color gris. Altura regulable.<br><br>Altura máxima        95 cms.<br>Profundidad            44 cms.<br>Altura máx. asiento 50 cms.<br>Altura min. asiento  42 cms."
120635,120635,104900,118516,118516,5,5,"SILLON OFICINA "CEO II" RESPALDO MEDIANO NEGRO",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/8956-2042-thickbox/sillaoficinaceoiirespmedianocruedasnegro.jpg,http://www.mueblessur.cl/8956-2042-thickbox/sillaoficinaceoiirespmedianocruedasnegro.jpg,http://www.mueblessur.cl/8956-2042-thickbox/sillaoficinaceoiirespmedianocruedasnegro.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, cubierta de PU/PVC, respaldo mediano. Altura regulable.<br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms.","Silla con ruedas, estructura de metal cromada, cubierta de PU/PVC, respaldo mediano. Altura regulable.<br><br>Altura máxima        97 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 47 cms.<br>Altura min. asiento  38 cms."
83880,83880,69900,118697,118697,5,5,"SILLA OFICINA "SEVILLA" CAFE",5,100,"Sillas y Sillones Oficina, Home Office",http://www.mueblessur.cl/9099-2063-thickbox/sillaoficinasevillacruedaspuvintagecafe.jpg,http://www.mueblessur.cl/9099-2063-thickbox/sillaoficinasevillacruedaspuvintagecafe.jpg,http://www.mueblessur.cl/9099-2063-thickbox/sillaoficinasevillacruedaspuvintagecafe.jpg,,1,IVA,4,"Silla con ruedas, estructura de metal cromada, tapizada en PU vintage café. Altura regulable. Ruedas con seguro, el cual se libera al tener peso (al sentarse).<br><br>Altura máxima        90 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 57 cms.<br>Altura min. asiento  47 cms.","Silla con ruedas, estructura de metal cromada, tapizada en PU vintage café. Altura regulable. Ruedas con seguro, el cual se libera al tener peso (al sentarse).<br><br>Altura máxima        90 cms.<br>Profundidad            45 cms.<br>Altura máx. asiento 57 cms.<br>Altura min. asiento  47 cms."
